Culture,Criticality,Criticality Modifier,Initial Known,Inter Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.780073863,0.172239254,0.323542637,0.02732704,0.061868618,0.081795546,0.989440604,0.39636852,0.00405761,0.148133384,0.166335862,0.56492109
0.038136106,0.027952169,0.800914673,0.425631847,0.834913327,0.135057865,0.282651205,0.956930822,0.588350787,0.169626155,0.044983328,0
0.224052107,0.078485071,0.256608714,0.690928808,0.315317563,0.3571269,0.4582668,0.103652188,0.380203315,0.105866499,0.35463042,0.23255814
0.482027685,0.310890545,0.287661056,0.811233782,0.011451847,0.748364101,0.454756444,0.437511724,0.125983832,0.147988675,0.437301451,0
0.190303113,0.998088211,0.708517343,0.276389139,0.166702525,0.239174998,0.120271265,0.556987563,0.907113215,0.31350212,0.173835504,0
0.726169709,0.424819936,0.6481582,0.779877951,0.323394651,0.469237287,0.716907469,0.916902289,0.697905352,0.333550857,0.523069962,0
0.455839285,0.244512994,0.452499852,0.100667229,0.728857102,0.358915984,0.490128481,0.054643987,0.883172131,0.192353884,0.498728063,0.384615385
0.566595694,0.748077937,0.526612842,0.270496041,0.541669019,0.684875755,0.270652883,0.006225301,0.611667371,0.251781891,0.535846542,0.464285714
0.730426179,0.651067199,0.818938811,0.074299587,0.443172321,0.741224822,0.402814028,0.429124219,0.373100617,0.261196443,0.526688596,0.344202899
0.207552297,0.155617622,0.516990178,0.017541551,0.827259454,0.512029257,0.253770604,0.771322785,0.267974799,0.149454031,0.316284029,0.133928571
0.233479375,0.863938928,0.317344968,0.649762725,0.859277156,0.340074622,0.471503133,0.961223547,0.343920271,0.177872334,0.263467516,0.333333333
0.70349924,0.515422742,0.619853207,0.067249071,0.849112726,0.828081211,0.405277309,0.375935106,0.907817228,0.329541785,0.471923665,0.607142857
0.485406202,0.906752025,0.074862998,0.742596506,0.22542729,0.208873082,0.777775607,0.284813713,0.632358945,0.164641448,0.27027717,0.410363086
0.85050919,0.80834389,0.028488708,0.790268785,0.018269518,0.87864982,0.756621568,0.415704438,0.989487615,0.169797854,0.555512653,0
0.26818858,0.471589863,0.401814359,0.304561418,0.249853578,0.042593799,0.96744622,0.846896939,0.326975641,0.266909494,0.108264486,0.444230769
0.991918432,0.133048264,0.873420004,0.726118285,0.127451388,0.797807546,0.157687601,0.286514895,0.276531072,0.144146376,0.899019998,0.3125
0.816517147,0.776185443,0.703319779,0.916188128,0.217515809,0.687882805,0.983010065,0.812392969,0.533640317,0.573466001,0.521442011,0.220729367
0.774560296,0.591362159,0.40427301,0.565041255,0.77832808,0.600840465,0.978459897,0.765907175,0.493409599,0.303743474,0.569911784,0.552503053
0.508510863,0.560153332,0.772432413,0.793934565,0.409130051,0.71670485,0.221103993,0.034457235,0.244629287,0.10453468,0.383465714,0
0.407524049,0.329674837,0.932074391,0.11711914,0.619475135,0.92624437,0.227623882,0.702364076,0.930795127,0.163286138,0.342846905,0.208333333
0.306496915,0.044093776,0.06980345,0.175361875,0.338781393,0.369185513,0.646028237,0.624430912,0.249162825,0.087141095,0.417143355,0.691056911
0.165865965,0.881359152,0.403209147,0.74749213,0.337664895,0.275503176,0.730098122,0.880733531,0.324749838,0.268464496,0.228289242,0.200320513
0.301461099,0.378453578,0.757120182,0.895393889,0.924160598,0.667425366,0.172784682,0.255862672,0.284449348,0.172199292,0.316192388,0
0.022077868,0.769219235,0.43477796,0.499990293,0.627230892,0.841196149,0.477400916,0.207630659,0.481245383,0.215878983,0.230766653,0.360169492
0.659200125,0.702258237,0.476504414,0.172472677,0.722768312,0.560231767,0.394602783,0.038733743,0.666680441,0.257316391,0.474783146,0.295454545
0.842916737,0.783936232,0.250982955,0.5883658,0.13218643,0.637652537,0.157442846,0.077014605,0.814896775,0.052850677,0.352607196,0
0.458161665,0.809377622,0.631050562,0.38431252,0.16550657,0.309034436,0.598796986,0.536502509,0.238861855,0.333067627,0.397281608,0.463169643
0.305247803,0.804137247,0.60171035,0.558337782,0.381707067,0.766615315,0.019931292,0.456265385,0.580294278,0.253944183,0.449157858,0.416666667
0.691320066,0.524249601,0.253381153,0.2910984,0.994846054,0.960736563,0.017569232,0.049450956,0.619893704,0.142224378,0.75606602,0
0.136650839,0.001496874,0.290029516,0.538797253,0.161357591,0.779147106,0.101963139,0.916758394,0.36102773,0.076852268,0.345417347,0.138888889
0.244027291,0.539373551,0.606126298,0.62828762,0.509064638,0.005729981,0.209008337,0.826099325,0.140909827,0.126964315,0.021138087,0
0.101128238,0.395965666,0.76461582,0.659926681,0.463633995,0.865513913,0.983653115,0.897335632,0.010965051,0.349044544,0.244645166,0.008503401
0.760622,0.24469374,0.348847795,0.437028255,0.987927822,0.236019209,0.198403562,0.234012919,0.177673124,0.081694303,0.540889087,0.875
0.923968137,0.060289023,0.871673309,0.702388694,0.588734357,0.87499207,0.97461972,0.132902725,0.252429589,0.288972346,0.628152148,0.052552553
0.658755081,0.58550908,0.787329154,0.740197455,0.797307579,0.50834933,0.470672079,0.732695054,0.492345332,0.334819816,0.529396655,0.078125
0.244806829,0.368852255,0.562660216,0.410277122,0.518036716,0.7002399,0.918579347,0.468249763,0.892555606,0.369689804,0.402174975,0.236030829
0.766825508,0.703047784,0.106246793,0.577057771,0.475912616,0.458337366,0.300896602,0.200610164,0.370158262,0.092438913,0.377929636,0.397727273
0.243947366,0.91231475,0.444929537,0.129719786,0.558692616,0.016473195,0.453063503,0.760038496,0.696436368,0.256828768,0.069519727,0.572289157
0.859358343,0.669293026,0.626167628,0.417643862,0.78381332,0.454597273,0.453216608,0.993700788,0.515003815,0.275228335,0.450730697,0.029069767
0.089692828,0.048598432,0.168610722,0.360924199,0.815984011,0.983227491,0.284253598,0.172278725,0.921217026,0.104441433,0.438165827,0.393518519
0.726196529,0.164271465,0.787304404,0.954954739,0.93934827,0.877016362,0.663468667,0.658239482,0.962916252,0.376727255,0.49796381,0.37593985
0.600426976,0.784904342,0.016485132,0.65717306,0.967322247,0.557764897,0.262874961,0.466910977,0.486140485,0.074138906,0.547705162,0.393835616
0.148970476,0.920949049,0.719411263,0.661900003,0.074397014,0.81727515,0.886634511,0.532782069,0.380458235,0.579026209,0.446885941,0.395833333
0.608899748,0.908028764,0.152395944,0.019704849,0.44947361,0.414002645,0.672714087,0.807005969,0.220598801,0.159059331,0.523944219,0.673076923
0.799998547,0.331458561,0.723569663,0.705994116,0.562848777,0.948219541,0.109612029,0.656203577,0.199456519,0.140980171,0,0
0.469426855,0.933264966,0.212113078,0.236124977,0.293969833,0.31210032,0.309993603,0.919725616,0.665931245,0.170887348,0.476742298,0.433673469
0.505211618,0.854874451,0.990663035,0.9143827,0.039045223,0.474603908,0.704650528,0.10467696,0.648300096,0.687405479,0.480654609,0.239361702
0.877987092,0.412392166,0.806299763,0.63316486,0.694190802,0.883777374,0.46991245,0.582973649,0.995657304,0.338006887,0.572167747,0
0.877236284,0.313602419,0.221422209,0.207792356,0.630035248,0.07842578,0.841749631,0.413966487,0.983419995,0.242160975,0.306310768,0.669205658
0.532483615,0.436440822,0.69831238,0.258725827,0.724443939,0.617374429,0.473120636,0.492653271,0.609811393,0.243953528,0.43059969,0
0.541022068,0.299844522,0.811597922,0.817663864,0.081222171,0.178064337,0.538324601,0.163969194,0.526429391,0.309046476,0.324412263,0.24566474
0.252950276,0.401912173,0.844259505,0.487629729,0.829286049,0.348827241,0.710520329,0.800088777,0.67260292,0.314497005,0.31450353,0.141129032
0.540770949,0.520224782,0.439917719,0.731316524,0.3819462,0.610125662,0.684415334,0.023774614,0.874065536,0.278469865,0.385060182,0
0.169556488,0.490192007,0.531080663,0.616188586,0.313888543,0.011203205,0.816263678,0.591354582,0.371991957,0.356250031,0.0180134,0.014285714
0.979991603,0.116002576,0.057201328,0.272822567,0.832777515,0.018374327,0.762081363,0.369626261,0.752570467,0.132727264,0.119836709,0.61802974
0.371149411,0.545745805,0.257244547,0.807157342,0.55635144,0.610567059,0.169172891,0.811565828,0.855487599,0.090498064,0.497914905,0.326086957
0.979850876,0.50027544,0.336532004,0.461580008,0.274591076,0.721611001,0.992427177,0.578937841,0.250791086,0.222917397,0.606232878,0.406626506
0.152740839,0.588125412,0.449760954,0.502437226,0.645288907,0.871770349,0.285699821,0.696951103,0.932036688,0.215024783,0.366421019,0
0.605918479,0.619595761,0.023071714,0.972291084,0.086752777,0.783411208,0.733552224,0.512859845,0.669625044,0.106224656,0.489873026,0.019379845
0.623711176,0.44393308,0.840183313,0.770733546,0.674131007,0.568742661,0.033043207,0.414009687,0.746514917,0.192387068,0.59630527,0.178571429
0.281987904,0.887936008,0.921140646,0.528992235,0.286646299,0.774568791,0.619768278,0.283666947,0.909432424,0.599162323,0.361781955,0.081300813
0.099046687,0.950880371,0.596362236,0.318954565,0.381754966,0.282444676,0.74128785,0.161451204,0.778388983,0.451362838,0.183236678,0.09765625
0.608648576,0.109038083,0.061899926,0.601003252,0.545838339,0.020721101,0.540130767,0.396208729,0.610721148,0.10851637,0.11819805,0.741444867
0.336411517,0.382680674,0.042185681,0.027438581,0.487304737,0.035348825,0.48195232,0.277291466,0.688513237,0.089934792,0.066203335,0.067567568
0.200877627,0.547512915,0.657625898,0.015815585,0.974125995,0.827767824,0.939075004,0.749337693,0.972060088,0.482922105,0.472425888,0.521712907
0.45644052,0.715706087,0.023070238,0.788782902,0.517326964,0.725738095,0.836221034,0.164957145,0.105181724,0.101509818,0.51130792,0.435520362
0.884814615,0.20846076,0.528858816,0.908185854,0.237463502,0.809948306,0.469859043,0.221058077,0.42819889,0.154564501,0.637415274,0
0.852131207,0.157648161,0.87246905,0.121365108,0.057862464,0.599200404,0.900872438,0.465454978,0.849607872,0.425215103,0.519022668,0.32823741
0.806862969,0.700765544,0.268208223,0.573237674,0.479423744,0.866845311,0.397685022,0.144431224,0.499346216,0.155271161,0.427261452,0.058139535
0.268501406,0.202934595,0.143966096,0.326371112,0.345502538,0.269864456,0.319096332,0.694304407,0.015364104,0.077227122,0.182664708,0.788690476
0.72697803,0.216475913,0.118180331,0.998555707,0.499320472,0.639974033,0.277651008,0.955801491,0.236642744,0.089147488,0.44875812,0
0.073646784,0.646197912,0.40994884,0.932890979,0.724377702,0.712849891,0.787515097,0.789901556,0.090144287,0.252270763,0.319455949,0.297723292
0.476656608,0.64846628,0.088652336,0.277464501,0.669173407,0.012651876,0.562135619,0.966897846,0.984847069,0.14972072,0.096155743,0.585548173
0.307026655,0.60057351,0.183953314,0.539553205,0.497031614,0.871190341,0.711398604,0.941565612,0.777720103,0.190637267,0.425386779,0.033333333
0.884359628,0.303966185,0.769990883,0.416536337,0.655580757,0.215596085,0.941459725,0.109673062,0.90823078,0.478817027,0.491824325,0.426514032
0.134110933,0.557723613,0.255050292,0.366559679,0.238659025,0.697700266,0.79155833,0.574742717,0.138257852,0.196280226,0.421766763,0.573281907
0.759771137,0.013619846,0.483750483,0.804920359,0.181179839,0.200905597,0.14172147,0.145713088,0.815102439,0.097041502,0.402013625,0.666666667
0.247068355,0.583792021,0.557890946,0.193679996,0.703887091,0.803643066,0.754164512,0.404258558,0.732512443,0.416476836,0.419971299,0
0.585616841,0.946260461,0.062710086,0.863368891,0.873697928,0.820524515,0.721852866,0.474692159,0.982080634,0.113340969,0.511253234,0
0.954343129,0.949754449,0.136799461,0.770026348,0.009129818,0.548682271,0.35755815,0.884091195,0.672246156,0.141933294,0.483655723,0.666666667
0.528217845,0.23379172,0.010269941,0.733657933,0.812019519,0.468527971,0.804784119,0.66652439,0.378473465,0.098269792,0.392000212,0.059210526
0.059367555,0.501183685,0.117821974,0.028440115,0.800648439,0.415617459,0.31221607,0.701035252,0.624166847,0.115543516,0.273414372,0.502873563
0.501441222,0.969489363,0.322611931,0.812423999,0.035576072,0.713847778,0.655065719,0.25895217,0.820129747,0.309880912,0.525103213,0
0.200606202,0.226177998,0.593000697,0.154272527,0.856462921,0.905196193,0.421160427,0.794574391,0.251160765,0.148651411,0.483830116,0.478515625
0.396689154,0.38420911,0.921661556,0.757300556,0.942807133,0.047439914,0.318253986,0.092281094,0.367394568,0.215761287,0.099418936,0.035714286
0.042748969,0.112679748,0.941012445,0.540818765,0.498401833,0.977098342,0.957272956,0.827030149,0.908177063,0.458395643,0.311705726,0.034829721
0.299752094,0.018704646,0.219524375,0.983162684,0.543867786,0.647080866,0.542654704,0.382125496,0.953743215,0.158350516,0.361531134,0.151098901
0.185948679,0.523301913,0.33447619,0.635728232,0.782117402,0.758329298,0.725607394,0.82022033,0.349451731,0.180819727,0.397675094,0.018382353
0.849118042,0.007259951,0.194824644,0.103266658,0.041015262,0.080280776,0.243174374,0.722982899,0.705607155,0.076976473,0.196204195,0.178571429
0.241105558,0.241422831,0.546229994,0.800449244,0.745950652,0.785654093,0.834446657,0.0380403,0.330479109,0.261039079,0.441771348,0.24256993
0.556128553,0.85755857,0.216423111,0.882864649,0.853243565,0.924770805,0.564476549,0.253690473,0.497521814,0.214031614,0.538103586,0
0.751444171,0.075601554,0.587597006,0.247962202,0.942068755,0.76605506,0.549619868,0.060732351,0.157045195,0.15611096,0.580441116,0.457427536
0.195344761,0.791778118,0.892406248,0.69350298,0.600117813,0.076137652,0.185219472,0.121161281,0.09850074,0.157384325,0.147162081,0.625
0.813869217,0.605141122,0.703621581,0.916642015,0.829927781,0.511336795,0.929869552,0.730061328,0.487888557,0.499656931,0.505946224,0.387387387
0.983913447,0.618331806,0.455860175,0.972357714,0.343740587,0.219483618,0.12768866,0.386783702,0.767790763,0.176332687,0.435389416,0.706521739
0.487888613,0.433555359,0.811218075,0.664318696,0.062422138,0.241488545,0.05039732,0.431251566,0.724277354,0.207285364,0.200645962,0
0.84450747,0.078595758,0.199473087,0.449858845,0.372318404,0.305958361,0.622119778,0.596319452,0.648670292,0.117092673,0.454031143,0.06127451
0.508750924,0.822038255,0.590528158,0.56748059,0.823031398,0.878980577,0.072323812,0.211429838,0.471232995,0.138199737,0.609868026,0.446428571
0.819917739,0.51221311,0.716783305,0.129442164,0.084035515,0.008215485,0.259075384,0.468028035,0.486550743,0.266176274,0.131182192,0.52238806
0.845704799,0.661185952,0.096873036,0.923703784,0.843602084,0.59238479,0.795595552,0.595792673,0.211316737,0.144333331,0.486410528,0.041044776
0.399991374,0.041929109,0.657270051,0.682590015,0.55414805,0.511677559,0.601159564,0.270901974,0.12994565,0.221911297,0.352407606,0.208333333
0.519476789,0.077681973,0.6810165,0.615623397,0.787016277,0.229838034,0.286971021,0.753854465,0.634171052,0.161446414,0.303902995,0.362318841
0.704914803,0.314823843,0.3127685,0.896246956,0.979779259,0.442603565,0.920436711,0.33268952,0.986206586,0.249073095,0.403458993,0.402607362
0.058351338,0.853629281,0.438786718,0.914304165,0.224396957,0.558922907,0.06817368,0.15765123,0.785898538,0.138005044,0.251857076,0.208333333
0.92897626,0.10543996,0.802432986,0.461012603,0.617987734,0.421953907,0.351273075,0.670143529,0.592512037,0.20293706,0.39885866,0
0.910901813,0.000409702,0.812210011,0.405729928,0.812368065,0.338591051,0.47201521,0.075853228,0.090301991,0.11518496,0.487441872,0.221518987
0.273181542,0.03213305,0.687031935,0.788099168,0.990639065,0.10717181,0.755452354,0.198112687,0.1877304,0.234502921,0.122138016,0.079522863
0.298040055,0.163448101,0.525799276,0.764027845,0.770224332,0.891493311,0.058474683,0.506877641,0.470108441,0.128230045,0.363774873,0.654761905
0.644852416,0.402651495,0.321647574,0.16815011,0.15466855,0.462185124,0.535223383,0.55940386,0.444443147,0.19107133,0.470648844,0.30104712
0.101007442,0.84368985,0.339148884,0.449934185,0.35973092,0.059398091,0.420337175,0.427091167,0.581236508,0.213179256,0.028843673,0
0.084208112,0.757947091,0.523145212,0.315918027,0.21010613,0.601133317,0.187074256,0.578035908,0.920863235,0.206223656,0.279908088,0.789473684
0.3597613,0.880209207,0.66959912,0.255139815,0.922532643,0.20738131,0.766788806,0.752493918,0.967784143,0.706468084,0.287468182,0.329067642
0.963216221,0.449174661,0.357263759,0.549682108,0.488967075,0.620351391,0.909232085,0.994629986,0.300570899,0.202516565,0.519569865,0.01476378
0.59124917,0.9834904,0.675283731,0.61396605,0.977620965,0.286001723,0.464051038,0.113458884,0.960357491,0.472591682,0.258071338,0
0.215618122,0.054762779,0.376419628,0.353434149,0.127312,0.180132137,0.698836039,0.942673591,0.403306643,0.154971637,0.13971484,0.020833333
0.630648504,0.025086098,0.708600469,0.330014119,0.452129396,0.260595953,0.66380399,0.038754198,0.561057523,0.264388046,0.377736927,0.316455696
0.817168157,0.023210968,0.104925261,0.579781328,0.939188251,0.501453969,0.881186847,0.563094519,0.32513213,0.106400975,0.476320067,0.082574032
0.251435101,0.080380146,0.630288109,0.810503601,0.397573057,0.333368649,0.280359111,0.289576477,0.411170299,0.179022283,0.291192121,0.494186047
0.374299036,0.706938339,0.503777132,0.276104519,0.642883047,0.180184994,0.544267987,0.40533841,0.52611406,0.339343262,0.16978869,0.022727273
0.919391544,0.211870784,0.733059844,0.566667454,0.54412913,0.716750237,0.337388781,0.640602274,0.192762339,0.174952947,0.514727655,0.0390625
0.670959985,0.720680171,0.370751615,0.573088435,0.634168888,0.816758418,0.908084972,0.546309466,0.446848312,0.319626168,0.500816781,0
0.98498304,0.051028781,0.357832577,0.259145057,0.316031178,0.963354228,0.096864065,0.518690654,0.236213645,0.061839048,0.789101287,0
0.854628302,0.978433931,0.914502058,0.634499978,0.785060668,0.321325724,0.881672041,0.648160352,0.54925212,0.758146567,0.460089851,0.240221088
0.395070427,0.205938044,0.383586349,0.098039332,0.364873119,0.367537595,0.652885508,0.256796552,0.830377271,0.215008854,0.290741,0.644083969
0.514438255,0.907947204,0.871806233,0.704845944,0.788679475,0.82395839,0.979549555,0.761799941,0.690952516,0.756087054,0.557602629,0.357737105
0.681177902,0.673941097,0.889572189,0.097443315,0.936668227,0.3909686,0.618424349,0.617093139,0.35302386,0.413366494,0.460745786,0.302835052
0.491933197,0.512929754,0.21356368,0.944859114,0.775749091,0.597584711,0.410772456,0.125700905,0.787420333,0.145790385,0.464202475,0.05
0.762235539,0.707266932,0.702141503,0.458282467,0.216691289,0.482734945,0.354846353,0.195550489,0.564959944,0.347135946,0.584001554,0.479452055
0.006569671,0.655234676,0.773109762,0.786056532,0.962382647,0.262039344,0.863293314,0.883793948,0.758156667,0.537756499,0.145547115,0.377503852
0.35912908,0.911191589,0.374825118,0.086309449,0.93537275,0.193462029,0.762211102,0.667980907,0.304393944,0.337554551,0.21206164,0.238469602
0.20244583,0.219330881,0.612121837,0.241496758,0.156068177,0.74867022,0.674379993,0.765287145,0.104587023,0.175969989,0.395197501,0.337643678
0.104205172,0.655148165,0.01129474,0.232268474,0.618819507,0.874142298,0.77744413,0.536767042,0.190500769,0.103891686,0.44284374,0.56466031
0.340048225,0.374283421,0.06913769,0.306682047,0.105503797,0.203024324,0.768972449,0.144847824,0.703888664,0.140548161,0.301135058,0.405500705
0.046762646,0.34162578,0.413899523,0.606528826,0.796207554,0.182260762,0.666312554,0.601632193,0.014771066,0.152099343,0.07476581,0.1125
0.325608686,0.85408104,0.624720623,0.327240643,0.28971922,0.761434927,0.546205117,0.977274429,0.095604133,0.293922735,0.454690617,0.169172932
0.4948254,0.421384519,0.036242736,0.809264047,0.61273363,0.165205715,0.299404729,0.046456451,0.980328918,0.099534781,0.189686164,0
0.608224983,0.134042304,0.466862031,0.269096049,0.050803882,0.996248064,0.863987555,0.086229756,0.676908543,0.304102359,0.576663868,0.070945946
0.785670252,0.949354068,0.899721903,0.213089997,0.379977523,0.594091168,0.065476191,0.728065002,0.330664614,0.15383363,0.521876553,0.138888889
0.604783688,0.89683595,0.290124702,0.048764906,0.020435108,0.15476254,0.242836344,0.603881196,0.935305322,0.109048794,0.186384544,0.357142857
0.59949313,0.366385842,0.153459924,0.201710152,0.628810121,0.128271842,0.283952607,0.902275322,0.171704124,0.109853694,0.217006224,0.28125
0.912468425,0.728405575,0.27419931,0.665247433,0.431281268,0.70282084,0.801094391,0.333540984,0.578589172,0.267830593,0.499374542,0.324152542
0.167147157,0.266447573,0.682567493,0.797191514,0.578855636,0.794706938,0.025737186,0.130693827,0.831908737,0.172357098,0.248168844,0
0.707948142,0.681538497,0.95777841,0.138459431,0.893106576,0.672633207,0.947195713,0.797074786,0.830951562,0.804945386,0.544894541,0.319196429
0.565967934,0.21327759,0.260522639,0.86533361,0.20308582,0.608564826,0.467381293,0.635744506,0.409873755,0.099141258,0.530518735,0
0.579659554,0.257808591,0.897258348,0.986003351,0.064858052,0.933737088,0.026094137,0.352395077,0.470222368,0.184794855,0.464680446,0.208333333
0.275848251,0.804967599,0.135233592,0.131102274,0.302665852,0.040139772,0.226332857,0.232357163,0.543078991,0.077637222,0.075690928,0.1875
0.883082619,0.145650065,0.786527721,0.746927248,0.027874687,0.952212664,0.240757629,0.971891138,0.303432028,0.148305102,0.332803549,0
0.867853442,0.453533671,0.633216911,0.912752427,0.838087647,0.833651098,0.708199137,0.458172667,0.616082025,0.316372392,0.544293073,0.294117647
0.736423696,0.207772633,0.649888215,0.484628272,0.900623717,0.969084403,0.92532326,0.921177911,0.773585322,0.343735042,0.586329062,0.338419405
0.514163871,0.506836425,0.317704003,0.484321296,0.409752874,0.806042234,0.98683271,0.242786441,0.991727561,0.304239629,0.421729435,0.442546584
0.84066564,0.063272339,0.972223021,0.263632258,0.880367245,0.733300792,0.419526623,0.538373397,0.928044685,0.30032074,0.532835483,0.357142857
0.16956262,0.39853027,0.789118739,0.122072755,0.075858386,0.446966766,0.721703857,0.807185925,0.755536325,0.392446214,0.323631013,0.48245614
0.997812719,0.106426304,0.397447007,0.61137961,0.929908125,0.285986304,0.832278296,0.739801197,0.261122185,0.201127171,0.464184874,0.403287462
0.256408945,0.677669278,0.869200349,0.098978284,0.887650897,0.827867001,0.240207312,0.073989988,0.251254771,0.168620092,0.49922198,0.357142857
0.142762064,0.031243537,0.16283878,0.059261852,0.66475229,0.138963815,0.209262409,0.867230125,0.319790664,0.048922053,0.134504651,0.3125
0.957977672,0.93903653,0.311544306,0.84522815,0.030071335,0.872171579,0.812920348,0.115584453,0.566291513,0.303271702,0.552540701,0
0.070680212,0.105392657,0.793347567,0.236833788,0.113208168,0.829046019,0.908852031,0.451123874,0.049998188,0.282606701,0.306763614,0.252590674
0.455010428,0.659129627,0.949305103,0.179518168,0.085666788,0.297006375,0.532364294,0.039668625,0.351897109,0.427078834,0.464802421,0.441176471
0.425215131,0.067113711,0.385173596,0.201708161,0.728471107,0.781154321,0.098252104,0.965787984,0.244893632,0.079393018,0.448821755,0
0.814740582,0.873782904,0.316235966,0.460297574,0.723527311,0.187958304,0.896810969,0.092650193,0.867064126,0.32357454,0.270110408,0.003443526
0.219809201,0.074187612,0.498642572,0.270247843,0.205911381,0.611799943,0.342631187,0.34975348,0.788590941,0.163610421,0.419123357,0.292553191
0.012963093,0.010184161,0.810125908,0.839166116,0.131212833,0.300532345,0.992337731,0.69363011,0.220025788,0.294432393,0.082605395,0.008928571
0.854580015,0.784766025,0.382139859,0.267318797,0.770578011,0.369209988,0.337089364,0.02297703,0.775289006,0.194616994,0.573393904,0.387931034
0.423650496,0.37927059,0.518888686,0.400369457,0.597499612,0.641371809,0.927861073,0.564654926,0.856897711,0.361283371,0.487311849,0.464336158
0.929232222,0.515782089,0.900694864,0.860238546,0.620097137,0.404169797,0.32696884,0.064993738,0.001578226,0.365013749,0.280502365,0.803571429
0.707567697,0.918631878,0.41189971,0.649909429,0.728305298,0.619064923,0.171061932,0.2096887,0.386259602,0.156604713,0.137325103,0
0.775896044,0.59853291,0.814444621,0.759050035,0.612718252,0.484303376,0.509868178,0.808636229,0.684790324,0.493172224,0.509065154,0.276845638
0.568885988,0.800613582,0.912183552,0.875560807,0.960044178,0.270150889,0.110821853,0.936446687,0.426344092,0.251483697,0.321273598,0.416666667
0.80398503,0.34337994,0.092024757,0.28299041,0.667232529,0.69308665,0.642510743,0.016962373,0.883048704,0.120460375,0.632484647,0.407894737
0.895741119,0.638204722,0.579496478,0.419068777,0.443579952,0.90347634,0.318777182,0.169130058,0.562497814,0.248573234,0.627855707,0.083333333
0.197505326,0.280341798,0.836309257,0.856322779,0.075304728,0.086993944,0.624947506,0.649049439,0.613769404,0.346900432,0.065273812,0
0.819955059,0.967912858,0.929003792,0.855941471,0.153052918,0.940713852,0.632622962,0.733932336,0.950261639,0.689315664,0.48251474,0.047709924
0.646970304,0.642125604,0.692221906,0.174058626,0.783993276,0.453169744,0.784902928,0.973606873,0.741968792,0.507581255,0.483660362,0.290983607
0.174536659,0.023095562,0.740086423,0.035364082,0.329405755,0.33633622,0.025591386,0.439248211,0.900210862,0.147914774,0.260967096,0.480769231
0.890905606,0.250501749,0.292548629,0.456597644,0.875347554,0.737437651,0.277699804,0.908961417,0.598623919,0.1243648,0.435070103,0
0.403610842,0.845829251,0.679414685,0.670441834,0.989106213,0.004639388,0.416860961,0.357289013,0.030739061,0.289597128,0.027255892,0.133928571
0.245296611,0.686123758,0.142877824,0.361881014,0.930348538,0.083933572,0.08551294,0.085815827,0.149679667,0.058934857,0.107268642,0.25
0.621693444,0.614000127,0.750822133,0.675500897,0.479992978,0.634375237,0.209699096,0.830530248,0.211301532,0.160187375,0.616489659,0.535714286
0.294489051,0.166853076,0.82962595,0.409043323,0.673453659,0.296902923,0.531899485,0.282994351,0.500919764,0.296806339,0.228721467,0
0.563137353,0.343930574,0.679600035,0.563800901,0.166042232,0.044934152,0.238096574,0.331304172,0.210036427,0.160327695,0.165411161,0.555555556
0.655689265,0.310333017,0.644806015,0.503840272,0.14122737,0.703466511,0.364040714,0.000682101,0.326156386,0.177511055,0.558462205,0.522727273
0.930966078,0.87501566,0.048611126,0.805303704,0.106293844,0.274708192,0.096788038,0.777822478,0.351985816,0.068691625,0.47624229,0.472972973
0.130880274,0.600597517,0.076532338,0.789710492,0.599268815,0.648187803,0.320259547,0.306755932,0.05987491,0.06820531,0.358137315,0.375
0.825164069,0.945581533,0.550016751,0.539002412,0.87955492,0.634966724,0.400388089,0.059841203,0.870942746,0.344182768,0.601207588,0.617283951
0.617456505,0.187782405,0.088941965,0.096185378,0.897980025,0.170100009,0.469765057,0.928931198,0.230950881,0.055593939,0.355590846,0.371621622
0.876796317,0.721132921,0.924913732,0.285780654,0.30342925,0.267667612,0.560022226,0.040001687,0.973531034,0.678600085,0.333941546,0.042372881
0.572580439,0.018815438,0.561105977,0.499055235,0.879395662,0.453448683,0.117540394,0.204861435,0.0702675,0.084630825,0.375796015,0.347222222
0.667069704,0.474628481,0.827592728,0.442064708,0.049343923,0.402098669,0.609511325,0.917901379,0.58554098,0.400548666,0.501006461,0.489130435
0.134637473,0.143545856,0.759590017,0.331251709,0.412478334,0.60561344,0.485772802,0.929657003,0.432703867,0.233875837,0.274294983,0
0.535690489,0.469808704,0.754146481,0.214698767,0.969418353,0.339477983,0.354133179,0.062907944,0.492560172,0.323842028,0.50818549,0.690298507
0.841323437,0.130253924,0.106547839,0.075994391,0.171283348,0.77414247,0.386911206,0.082868862,0.127798737,0.060007154,0.59100329,0.238095238
0.111771629,0.259256723,0.577807119,0.852108683,0.527390903,0.207127034,0.747526545,0.871425363,0.677459181,0.264771443,0.127447256,0.079787234
0.377949718,0.185652893,0.870835213,0.336744958,0.646056229,0.195048382,0.420884728,0.018755673,0.96566913,0.210976871,0.333757606,0.539215686
0.888388223,0.384690468,0.043744596,0.607162532,0.905306217,0.510189533,0.802962209,0.34753697,0.606253047,0.129904917,0.454773516,0.541044776
0.030593069,0.920520408,0.599227566,0.220326872,0.625201695,0.080963452,0.255628981,0.816662344,0.713375537,0.335407338,0.07570008,0.481927711
